"","Area","Value","Address","Unit"
"712","528","$196,900","226 W RITTENHOUSE SQ","1215A"
"713","359","$128,700","226 W RITTENHOUSE SQ","1215B"
"714","848","$344,300","226 W RITTENHOUSE SQ","1216"
"715","609","$233,200","226 W RITTENHOUSE SQ","1218"
"716","1,119","$393,800","226 W RITTENHOUSE SQ","1401"
"717","583","$189,200","226 W RITTENHOUSE SQ","1403"
"718","573","$185,900","226 W RITTENHOUSE SQ","1404"
"719","1,483","$712,800","226 W RITTENHOUSE SQ","1405"
"720","595","$269,500","226 W RITTENHOUSE SQ","1407"
"721","611","$302,500","226 W RITTENHOUSE SQ","1408"
"722","723","$310,200","226 W RITTENHOUSE SQ","1413"
"723","740","$317,900","226 W RITTENHOUSE SQ","1414"
"724","848","$368,500","226 W RITTENHOUSE SQ","1416"
"725","609","$233,200","226 W RITTENHOUSE SQ","1418"
"726","573","$177,100","226 W RITTENHOUSE SQ","1502"
"727","1,231","$680,900","226 W RITTENHOUSE SQ","1506"
"728","879","$430,100","226 W RITTENHOUSE SQ","1511"
"729","934","$438,900","226 W RITTENHOUSE SQ","1512"
"730","723","$311,300","226 W RITTENHOUSE SQ","1513"
"731","848","$371,800","226 W RITTENHOUSE SQ","1516"
"732","570","$223,300","226 W RITTENHOUSE SQ","1517"
"733","1,119","$397,100","226 W RITTENHOUSE SQ","1601"
"734","1,281","$558,800","226 W RITTENHOUSE SQ","1610"
"735","723","$312,400","226 W RITTENHOUSE SQ","1613"
"736","740","$320,100","226 W RITTENHOUSE SQ","1614"
"737","583","$191,400","226 W RITTENHOUSE SQ","1703"
"738","1,483","$720,500","226 W RITTENHOUSE SQ","1705"
"739","1,231","$687,500","226 W RITTENHOUSE SQ","1706"
"740","595","$275,000","226 W RITTENHOUSE SQ","1707"
"741","879","$433,400","226 W RITTENHOUSE SQ","1711"
"742","934","$440,000","226 W RITTENHOUSE SQ","1712"
"743","723","$314,600","226 W RITTENHOUSE SQ","1713"
"744","740","$321,200","226 W RITTENHOUSE SQ","1714"
"745","848","$372,900","226 W RITTENHOUSE SQ","1716"
"746","573","$179,300","226 W RITTENHOUSE SQ","1802"
"747","573","$187,000","226 W RITTENHOUSE SQ","1804"
"748","1,483","$722,700","226 W RITTENHOUSE SQ","1805"
"749","595","$277,200","226 W RITTENHOUSE SQ","1807"
"750","1,281","$565,400","226 W RITTENHOUSE SQ","1810"
"751","879","$434,500","226 W RITTENHOUSE SQ","1811"
"752","934","$442,200","226 W RITTENHOUSE SQ","1812"
"753","609","$235,400","226 W RITTENHOUSE SQ","1818"
"754","573","$179,300","226 W RITTENHOUSE SQ","1902"
"755","573","$187,000","226 W RITTENHOUSE SQ","1904"
"756","1,483","$727,100","226 W RITTENHOUSE SQ","1905"
"757","611","$312,400","226 W RITTENHOUSE SQ","1908"
"758","623","$314,600","226 W RITTENHOUSE SQ","1909"
"759","879","$436,700","226 W RITTENHOUSE SQ","1911"
"760","934","$444,400","226 W RITTENHOUSE SQ","1912"
"761","570","$225,500","226 W RITTENHOUSE SQ","1917"
"762","1,119","$402,600","226 W RITTENHOUSE SQ","2001"
"763","1,483","$729,300","226 W RITTENHOUSE SQ","2005"
"764","583","$183,700","226 W RITTENHOUSE SQ","203"
"765","573","$180,400","226 W RITTENHOUSE SQ","204"
"766","595","$260,700","226 W RITTENHOUSE SQ","207"
"767","611","$291,500","226 W RITTENHOUSE SQ","208"
"768","1,281","$544,500","226 W RITTENHOUSE SQ","210"
"769","573","$180,400","226 W RITTENHOUSE SQ","2102"
"770","1,483","$731,500","226 W RITTENHOUSE SQ","2105"
"771","1,231","$698,500","226 W RITTENHOUSE SQ","2106"
"772","623","$317,900","226 W RITTENHOUSE SQ","2109"
"773","879","$399,300","226 W RITTENHOUSE SQ","211"
"774","934","$446,600","226 W RITTENHOUSE SQ","2112"
"775","723","$319,000","226 W RITTENHOUSE SQ","2113"
"776","934","$408,100","226 W RITTENHOUSE SQ","212"
"777","916","$350,900","226 W RITTENHOUSE SQ","215"
"778","570","$216,700","226 W RITTENHOUSE SQ","217"
"779","609","$227,700","226 W RITTENHOUSE SQ","218"
"780","1,119","$404,800","226 W RITTENHOUSE SQ","2201"
"781","573","$180,400","226 W RITTENHOUSE SQ","2202"
"782","1,231","$701,800","226 W RITTENHOUSE SQ","2206"
"783","595","$282,700","226 W RITTENHOUSE SQ","2207"
"784","611","$316,800","226 W RITTENHOUSE SQ","2208"
"785","623","$320,100","226 W RITTENHOUSE SQ","2209"
"786","879","$441,100","226 W RITTENHOUSE SQ","2211"
"787","934","$448,800","226 W RITTENHOUSE SQ","2212"
"788","2,338","$1,253,200","237 S 18TH ST","10A"
"789","1,776","$949,400","237 S 18TH ST","11B"
"790","1,068","$469,900","237 S 18TH ST","11D"
"791","1,196","$648,300","237 S 18TH ST","13D"
"792","728","$379,900","237 S 18TH ST","13E"
"793","2,789","$1,560,200","237 S 18TH ST","14A"
"794","1,276","$695,200","237 S 18TH ST","14B"
"795","1,100","$492,200","237 S 18TH ST","14C"
"796","775","$337,700","237 S 18TH ST","14E"
"797","2,428","$1,305,200","237 S 18TH ST","15A"
"798","3,889","$2,190,300","237 S 18TH ST","15B"
"799","1,250","$564,900","237 S 18TH ST","15D"
"800","2,338","$1,253,200","237 S 18TH ST","16A"
"801","4,200","$1,956,000","237 S 18TH ST","16B"
"802","1,400","$721,400","237 S 18TH ST","17C"
"803","3,500","$1,992,300","237 S 18TH ST","17D"
"804","1,638","$854,400","237 S 18TH ST","18B"
"805","2,145","$1,142,200","237 S 18TH ST","18B1"
"806","1,057","$567,700","237 S 18TH ST","18C"
"807","3,690","$1,911,400","237 S 18TH ST","19B"
"808","1,100","$492,200","237 S 18TH ST","19C"
"809","775","$337,700","237 S 18TH ST","19E"
"810","2,478","$1,334,100","237 S 18TH ST","20A"
"811","3,617","$2,252,000","237 S 18TH ST","20B"
"812","1,100","$492,200","237 S 18TH ST","20C"
"813","2,776","$1,480,900","237 S 18TH ST","21A"
"814","4,000","$2,084,800","237 S 18TH ST","21B"
"815","1,068","$573,900","237 S 18TH ST","21D"
"816","3,537","$1,400,600","237 S 18TH ST","22A"
"817","2,219","$1,184,700","237 S 18TH ST","22C"
"818","2,850","$1,326,700","237 S 18TH ST","2A"
"819","5,325","$2,525,600","237 S 18TH ST","2B"
"820","825","$361,100","237 S 18TH ST","2D"
"821","1,379","$755,800","237 S 18TH ST","3A"
"822","3,700","$2,307,800","237 S 18TH ST","3B"
"823","1,100","$492,200","237 S 18TH ST","3C"
"824","810","$353,900","237 S 18TH ST","3E"
"825","3,950","$1,911,800","237 S 18TH ST","4B"
"826","1,250","$564,900","237 S 18TH ST","4D"
"827","775","$337,700","237 S 18TH ST","4E"
"828","2,296","$1,229,000","237 S 18TH ST","5A"
"829","3,850","$2,000,900","237 S 18TH ST","5B"
"830","1,250","$564,900","237 S 18TH ST","5D"
"831","1,075","$480,200","237 S 18TH ST","5F"
"832","3,844","$2,404,600","237 S 18TH ST","6B"
"833","1,057","$567,700","237 S 18TH ST","6C"
"834","1,068","$573,900","237 S 18TH ST","6D"
"835","728","$379,900","237 S 18TH ST","6E"
"836","1,008","$539,300","237 S 18TH ST","6F"
"837","1,582","$823,000","237 S 18TH ST","7B"
"838","1,196","$648,300","237 S 18TH ST","7D"
"839","728","$379,900","237 S 18TH ST","7E"
"840","2,134","$1,135,800","237 S 18TH ST","8A"
"841","4,350","$2,031,300","237 S 18TH ST","8B"
"842","1,057","$567,700","237 S 18TH ST","8C"
"843","1,196","$648,300","237 S 18TH ST","8D"
"844","728","$379,900","237 S 18TH ST","8E"
"845","2,130","$1,133,500","237 S 18TH ST","9A"
"846","1,263","$687,600","237 S 18TH ST","9B"
"847","1,057","$567,700","237 S 18TH ST","9C"
"848","765","$400,800","237 S 18TH ST","9D"
"849","1,140","$249,100","250 S 17TH ST","100"
"850","2,900","$1,196,000","250 S 17TH ST","1000"
"851","925","$213,900","250 S 17TH ST","101"
"852","2,073","$831,300","250 S 17TH ST","1100"
"853","827","$329,100","250 S 17TH ST","1101"
"854","1,425","$555,200","250 S 17TH ST","1200"
"855","1,475","$576,300","250 S 17TH ST","1201"
"856","2,130","$855,900","250 S 17TH ST","1400"
"857","770","$304,700","250 S 17TH ST","1401"
"858","1,435","$559,400","250 S 17TH ST","1500"
"859","1,465","$572,100","250 S 17TH ST","1501"
"860","1,760","$696,900","250 S 17TH ST","1600"
"861","1,140","$464,900","250 S 17TH ST","1601"
"862","2,900","$1,228,600","250 S 17TH ST","1700"
"863","1,350","$490,000","250 S 17TH ST","201"
"864","1,450","$550,700","250 S 17TH ST","300"
"865","1,450","$550,700","250 S 17TH ST","301"
"866","1,450","$550,700","250 S 17TH ST","400"
"867","1,450","$550,700","250 S 17TH ST","401"
"868","1,455","$552,800","250 S 17TH ST","500"
"869","1,445","$548,600","250 S 17TH ST","501"
"870","1,450","$550,700","250 S 17TH ST","600"
"871","1,450","$550,700","250 S 17TH ST","601"
"872","1,770","$682,600","250 S 17TH ST","700"
"873","1,130","$448,300","250 S 17TH ST","701"
"874","2,057","$802,500","250 S 17TH ST","800"
"875","843","$327,000","250 S 17TH ST","801"
"876","1,757","$677,200","250 S 17TH ST","900"
"877","1,143","$453,900","250 S 17TH ST","901"
"878","3,716","$1,858,100","250 S 18TH ST","1001"
"879","1,857","$242,800","250 S 18TH ST","101"
"880","1,239","$180,800","250 S 18TH ST","102"
"881","3,716","$1,908,700","250 S 18TH ST","1101"
"882","3,716","$1,908,700","250 S 18TH ST","1201"
"883","2,027","$948,700","250 S 18TH ST","1301"
"884","1,528","$723,000","250 S 18TH ST","1302"
"885","3,716","$1,676,500","250 S 18TH ST","1401"
"886","2,311","$1,076,200","250 S 18TH ST","1501"
"887","1,325","$570,600","250 S 18TH ST","1502"
"888","2,027","$948,700","250 S 18TH ST","1601"
"889","1,528","$723,000","250 S 18TH ST","1602"
"890","2,027","$1,007,500","250 S 18TH ST","201"
"891","1,528","$703,800","250 S 18TH ST","202"
"892","3,716","$1,676,500","250 S 18TH ST","301"
"893","2,027","$923,500","250 S 18TH ST","401"
"894","1,528","$703,800","250 S 18TH ST","402"
"895","2,027","$923,500","250 S 18TH ST","501"
"896","1,528","$703,800","250 S 18TH ST","502"
"897","2,027","$1,007,500","250 S 18TH ST","701"
"898","1,528","$703,800","250 S 18TH ST","702"
"899","2,027","$1,007,500","250 S 18TH ST","801"
"900","1,528","$703,800","250 S 18TH ST","802"
"901","2,027","$923,500","250 S 18TH ST","901"
"902","1,528","$703,800","250 S 18TH ST","902"
"903","1,225","$437,300","265 S 19TH ST","100"
"904","1,869","$608,600","265 S 19TH ST","200"
"905","1,050","$158,300","265 S 19TH ST","A"
